id,start_utc,duration_minutes,home,away,matchup,event_name,short_name,venue,city,country,broadcasts,source_url
760471,2026-06-25T23:00Z,120,Japan,Sweden,Japan vs Sweden,Sweden at Japan,SWE @ JPN,AT&T Stadium,"Arlington, Texas",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760471/sweden-japan
760472,2026-06-25T23:00Z,120,Tunisia,Netherlands,Tunisia vs Netherlands,Netherlands at Tunisia,NED @ TUN,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760472/netherlands-tunisia
760469,2026-06-26T02:00Z,120,Paraguay,Australia,Paraguay vs Australia,Australia at Paraguay,AUS @ PAR,Levi's Stadium,"Santa Clara, California",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760469/australia-paraguay
760470,2026-06-26T02:00Z,120,Türkiye,United States,Türkiye vs United States,United States at Türkiye,USA @ TUR,SoFi Stadium,"Inglewood, California",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760470/united-states-turkiye
760474,2026-06-26T19:00Z,120,Senegal,Iraq,Senegal vs Iraq,Iraq at Senegal,IRQ @ SEN,BMO Field,Toronto,Canada,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760474/iraq-senegal
760475,2026-06-26T19:00Z,120,Norway,France,Norway vs France,France at Norway,FRA @ NOR,Gillette Stadium,"Foxborough, Massachusetts",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760475/france-norway
760478,2026-06-27T00:00Z,120,Cape Verde,Saudi Arabia,Cape Verde vs Saudi Arabia,Saudi Arabia at Cape Verde,KSA @ CPV,NRG Stadium,"Houston, Texas",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760478/saudi-arabia-cape-verde
760479,2026-06-27T00:00Z,120,Uruguay,Spain,Uruguay vs Spain,Spain at Uruguay,ESP @ URU,Estadio Akron,Guadalajara,Mexico,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760479/spain-uruguay
760476,2026-06-27T03:00Z,120,Egypt,Iran,Egypt vs Iran,Iran at Egypt,IRN @ EGY,Lumen Field,"Seattle, Washington",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760476/iran-egypt
760477,2026-06-27T03:00Z,120,New Zealand,Belgium,New Zealand vs Belgium,Belgium at New Zealand,BEL @ NZL,BC Place,Vancouver,Canada,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760477/belgium-new-zealand
760480,2026-06-27T21:00Z,120,Croatia,Ghana,Croatia vs Ghana,Ghana at Croatia,GHA @ CRO,Lincoln Financial Field,"Philadelphia, Pennsylvania",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760480/ghana-croatia
760485,2026-06-27T21:00Z,120,Panama,England,Panama vs England,England at Panama,ENG @ PAN,MetLife Stadium,"East Rutherford, New Jersey",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760485/england-panama
760481,2026-06-27T23:30Z,120,Colombia,Portugal,Colombia vs Portugal,Portugal at Colombia,POR @ COL,Hard Rock Stadium,"Miami Gardens, Florida",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760481/portugal-colombia
760482,2026-06-27T23:30Z,120,Congo DR,Uzbekistan,Congo DR vs Uzbekistan,Uzbekistan at Congo DR,UZB @ COD,Mercedes-Benz Stadium,"Atlanta, Georgia",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760482/uzbekistan-congo-dr
760483,2026-06-28T02:00Z,120,Jordan,Argentina,Jordan vs Argentina,Argentina at Jordan,ARG @ JOR,AT&T Stadium,"Arlington, Texas",USA,"FOX, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760483/argentina-jordan
760484,2026-06-28T02:00Z,120,Algeria,Austria,Algeria vs Austria,Austria at Algeria,AUT @ ALG,GEHA Field at Arrowhead Stadium,"Kansas City, Missouri",USA,"FS1, Tele, Peacock",https://www.espn.com/soccer/match/_/gameId/760484/austria-algeria
